ED_COUNTER,ED_INTERPOLATED,ED_RAW_CQ,ED_AF3,ED_F7,ED_F3,ED_FC5,ED_T7,ED_P7,ED_O1,ED_O2,ED_P8,ED_T8,ED_FC6,ED_F4,ED_F8,ED_AF4,ED_GYROX,ED_GYROY,ED_TIMESTAMP,ED_ES_TIMESTAMP,ED_FUNC_ID,ED_FUNC_VALUE,ED_MARKER,ED_SYNC_SIGNAL,
"17:12:41	",24,0,0,4328.717949,647.692308,4158.461538,4169.74359,647.692308,647.692308,647.692308,4151.794872,4254.358974,4093.846154,646.153846,646.153846,4192.820513,3572.820513,1699,1693,3168.586,9.062475,0,0,0,0
25,0,0,4357.435897,647.692308,4166.153846,4180.512821,647.692308,647.692308,647.692308,4173.333333,4285.128205,4129.230769,646.153846,646.153846,4210.769231,3582.051282,1699,1692,3168.596,9.062475,0,0,0,0,
26,0,0,4360.512821,647.692308,4174.358974,4183.076923,647.692308,647.692308,647.692308,4179.487179,4309.230769,4153.333333,646.153846,646.153846,4223.076923,3595.897436,1699,1693,3168.601,9.062475,0,0,0,0,
27,0,0,4347.692308,647.692308,4171.282051,4177.435897,647.692308,647.692308,647.692308,4180.512821,4310.769231,4154.871795,646.153846,646.153846,4224.615385,3597.948718,1699,1692,3168.616,9.062475,0,0,0,0,
28,0,0,4355.384615,647.692308,4169.230769,4178.974359,647.692308,647.692308,647.692308,4180,4307.179487,4150.769231,646.153846,646.153846,4226.153846,3593.846154,1700,1691,3168.616,9.062475,0,0,0,0,
29,0,0,4365.641026,647.692308,4178.974359,4186.666667,647.692308,647.692308,647.692308,4196.410256,4331.282051,4177.948718,646.153846,646.153846,4241.025641,3606.153846,1699,1691,3168.624,9.062475,0,0,0,0,
30,0,0,4353.333333,647.692308,4178.974359,4185.128205,647.692308,647.692308,647.692308,4207.179487,4338.974359,4190.25641,646.153846,646.153846,4246.153846,3613.846154,1699,1691,3168.633,9.062475,0,0,0,0,
31,0,0,4343.076923,647.692308,4169.74359,4180,647.692308,647.692308,647.692308,4176.923077,4292.307692,4137.435897,646.153846,646.153846,4225.128205,3598.974359,1698,1691,3168.641,9.062475,0,0,0,0,
"17:12:41	",32,0,0,4356.410256,647.692308,4163.076923,4185.128205,647.692308,647.692308,647.692308,4160,4269.230769,4107.692308,646.153846,646.153846,4210.769231,3591.794872,1699,1691,3168.648,9.062475,0,0,0,0
33,0,0,4367.692308,647.692308,4152.307692,4187.692308,647.692308,647.692308,647.692308,4187.692308,4289.230769,4132.307692,646.153846,646.153846,4217.435897,3598.974359,1699,1691,3168.655,9.062475,0,0,0,0,
34,0,0,4356.410256,647.692308,4147.692308,4182.051282,647.692308,647.692308,647.692308,4213.333333,4301.025641,4149.74359,646.153846,646.153846,4226.666667,3600,1700,1692,3168.663,9.062475,0,0,0,0,
35,0,0,4349.230769,647.692308,4157.435897,4177.435897,647.692308,647.692308,647.692308,4223.589744,4313.846154,4164.102564,646.153846,646.153846,4235.384615,3602.564103,1697,1691,3168.672,9.062475,0,0,0,0,
"17:12:41	",40,0,0,4366.666667,647.692308,4169.74359,4185.641026,647.692308,647.692308,647.692308,4249.74359,4367.179487,4218.974359,646.153846,646.153846,4264.102564,3627.692308,1697,1694,3168.71,9.062475,0,0,0,0
41,0,0,4356.410256,647.692308,4160,4183.076923,647.692308,647.692308,647.692308,4237.948718,4353.333333,4200,646.153846,646.153846,4258.461538,3616.410256,1700,1694,3168.719,9.062475,0,0,0,0,
42,0,0,4352.307692,647.692308,4154.871795,4178.461538,647.692308,647.692308,647.692308,4225.128205,4334.871795,4177.435897,646.153846,646.153846,4250.769231,3613.333333,1699,1694,3168.726,9.062475,0,0,0,0,
43,0,0,4350.25641,647.692308,4154.871795,4179.487179,647.692308,647.692308,647.692308,4206.666667,4307.179487,4152.820513,646.153846,646.153846,4238.461538,3614.358974,1701,1694,3168.734,9.062475,0,0,0,0,
"17:12:41	",44,0,0,4360,647.692308,4160,4185.128205,647.692308,647.692308,647.692308,4213.333333,4313.333333,4166.153846,646.153846,646.153846,4242.051282,3617.435897,1700,1694,3168.742,9.531629,0,0,0,0
45,0,0,4374.871795,647.692308,4162.564103,4191.282051,647.692308,647.692308,647.692308,4223.589744,4328.205128,4176.410256,646.153846,646.153846,4243.589744,3620,1701,1695,3168.751,9.531629,0,0,0,0,
46,0,0,4375.897436,647.692308,4157.435897,4204.615385,647.692308,647.692308,647.692308,4138.974359,4220.512821,4050.25641,646.153846,646.153846,4183.076923,3603.076923,1700,1693,3168.758,9.531629,0,0,0,0,
47,0,0,4369.230769,647.692308,4153.846154,4222.564103,647.692308,647.692308,647.692308,4032.307692,4075.897436,3896.410256,646.153846,646.153846,4108.205128,3575.897436,1700,1693,3168.767,9.531629,0,0,0,0,
"17:12:41	",52,0,0,4365.128205,647.692308,4172.820513,4185.641026,647.692308,647.692308,647.692308,4253.333333,4385.128205,4235.384615,646.153846,646.153846,4255.897436,3615.384615,1700,1692,3168.805,9.562905,0,0,0,0
53,0,0,4349.230769,647.692308,4166.666667,4173.333333,647.692308,647.692308,647.692308,4234.871795,4364.102564,4215.897436,646.153846,646.153846,4253.846154,3611.282051,1700,1691,3168.812,9.562905,0,0,0,0,
54,0,0,4334.871795,647.692308,4166.153846,4165.641026,647.692308,647.692308,647.692308,4202.564103,4326.153846,4176.923077,646.153846,646.153846,4240,3606.153846,1700,1692,3168.819,9.562905,0,0,0,0,
55,0,0,4339.487179,647.692308,4168.717949,4169.230769,647.692308,647.692308,647.692308,4195.897436,4320.512821,4166.666667,646.153846,646.153846,4237.435897,3606.153846,1700,1691,3168.827,9.562905,0,0,0,0,
"17:12:41	",56,0,0,4350.769231,647.692308,4166.153846,4171.794872,647.692308,647.692308,647.692308,4198.974359,4325.641026,4172.307692,646.153846,646.153846,4237.948718,3608.205128,1699,1691,3168.836,9.562905,0,0,0,0
57,0,0,4343.076923,647.692308,4159.487179,4168.717949,647.692308,647.692308,647.692308,4193.333333,4312.307692,4156.410256,646.153846,646.153846,4231.282051,3603.076923,1699,1690,3168.844,9.562905,0,0,0,0,
58,0,0,4324.615385,647.692308,4157.435897,4165.641026,647.692308,647.692308,647.692308,4178.974359,4282.564103,4125.128205,646.153846,646.153846,4217.948718,3591.794872,1700,1690,3168.855,9.562905,0,0,0,0,
59,0,0,4317.948718,647.692308,4160,4161.538462,647.692308,647.692308,647.692308,4177.435897,4274.358974,4119.487179,646.153846,646.153846,4209.74359,3588.205128,1700,1689,3168.858,9.562905,0,0,0,0,
60,0,0,4327.179487,647.692308,4165.128205,4164.615385,647.692308,647.692308,647.692308,4208.717949,4317.948718,4164.102564,646.153846,646.153846,4229.230769,3601.025641,1699,1690,3168.866,9.562905,0,0,0,0,
61,0,0,4338.461538,647.692308,4172.307692,4171.282051,647.692308,647.692308,647.692308,4229.230769,4355.384615,4204.615385,646.153846,646.153846,4252.820513,3612.820513,1701,1688,3168.875,9.562905,0,0,0,0,
62,0,0,4348.205128,647.692308,4174.871795,4173.333333,647.692308,647.692308,647.692308,4217.435897,4350.769231,4201.538462,646.153846,646.153846,4253.846154,3610.769231,1699,1689,3168.883,9.562905,0,0,0,0,
63,0,0,4358.461538,647.692308,4177.948718,4176.923077,647.692308,647.692308,647.692308,4228.205128,4358.974359,4209.230769,646.153846,646.153846,4258.461538,3613.846154,1701,1689,3168.893,9.562905,0,0,0,0,
"17:12:41	",64,0,512,4350.769231,647.692308,4191.282051,4178.974359,647.692308,647.692308,647.692308,4252.307692,4375.897436,4227.692308,646.153846,646.153846,4268.717949,3625.641026,1700,1689,3168.905,9.562905,0,0,0,0
65,0,361,4335.897436,647.692308,4195.897436,4176.923077,647.692308,647.692308,647.692308,4241.025641,4356.923077,4207.179487,646.153846,646.153846,4263.076923,3624.102564,1700,1691,3168.905,9.562905,0,0,0,0,
66,0,526,4336.410256,647.692308,4180.512821,4177.435897,647.692308,647.692308,647.692308,4213.333333,4327.692308,4173.846154,646.153846,646.153846,4249.74359,3614.358974,1700,1690,3168.914,9.562905,0,0,0,0,
67,0,0,4335.897436,647.692308,4169.74359,4176.923077,647.692308,647.692308,647.692308,4198.461538,4309.230769,4157.435897,646.153846,646.153846,4238.461538,3607.179487,1698,1691,3168.922,9.562905,0,0,0,0,
"17:12:41	",72,0,1198,4328.717949,647.692308,4168.717949,4164.102564,647.692308,647.692308,647.692308,4216.923077,4316.410256,4165.128205,646.153846,646.153846,4234.871795,3601.025641,1701,1690,3168.961,9.562905,0,0,0,0
73,0,1285,4334.871795,647.692308,4163.589744,4168.205128,647.692308,647.692308,647.692308,4215.897436,4318.974359,4166.666667,646.153846,646.153846,4234.358974,3601.538462,1699,1691,3168.968,9.562905,0,0,0,0,
74,0,699,4323.589744,647.692308,4174.358974,4165.641026,647.692308,647.692308,647.692308,4206.666667,4312.307692,4157.435897,646.153846,646.153846,4229.74359,3596.923077,1701,1692,3168.977,9.562905,0,0,0,0,
75,0,429,4333.846154,647.692308,4179.487179,4165.128205,647.692308,647.692308,647.692308,4228.205128,4334.358974,4184.615385,646.153846,646.153846,4245.641026,3607.692308,1699,1691,3168.986,9.562905,0,0,0,0,
76,0,0,4336.410256,647.692308,4175.897436,4163.589744,647.692308,647.692308,647.692308,4246.153846,4348.205128,4201.025641,646.153846,646.153846,4254.871795,3611.282051,1699,1692,3168.993,9.562905,0,0,0,0,
77,0,0,4324.615385,647.692308,4176.923077,4161.538462,647.692308,647.692308,647.692308,4224.615385,4325.641026,4173.333333,646.153846,646.153846,4243.076923,3600,1698,1691,3169.019,9.562905,0,0,0,0,
78,0,699,4325.128205,647.692308,4180.512821,4164.102564,647.692308,647.692308,647.692308,4213.333333,4322.051282,4170.25641,646.153846,646.153846,4241.538462,3603.589744,1698,1691,3169.019,9.562905,0,0,0,0,
79,0,429,4328.205128,647.692308,4180,4164.615385,647.692308,647.692308,647.692308,4222.051282,4328.717949,4180.512821,646.153846,646.153846,4246.666667,3609.74359,1699,1691,3169.019,9.562905,0,0,0,0,
"17:12:41	",80,0,0,4334.358974,647.692308,4182.564103,4165.128205,647.692308,647.692308,647.692308,4230.769231,4333.333333,4185.128205,646.153846,646.153846,4249.74359,3609.74359,1698,1691,3169.026,9.562905,0,0,0,0
81,0,0,4350.25641,647.692308,4182.051282,4171.794872,647.692308,647.692308,647.692308,4231.282051,4350.25641,4201.538462,646.153846,646.153846,4256.923077,3618.974359,1698,1691,3169.031,9.562905,0,0,0,0,
82,0,699,4343.589744,647.692308,4173.333333,4171.794872,647.692308,647.692308,647.692308,4199.487179,4327.179487,4176.410256,646.153846,646.153846,4245.641026,3615.897436,1698,1692,3169.04,9.562905,0,0,0,0,
83,0,429,4322.051282,647.692308,4169.230769,4162.051282,647.692308,647.692308,647.692308,4164.615385,4285.128205,4131.282051,646.153846,646.153846,4223.589744,3598.974359,1698,1690,3169.04,9.562905,0,0,0,0,
"17:12:41	",84,0,0,4325.128205,647.692308,4172.307692,4162.564103,647.692308,647.692308,647.692308,4162.564103,4282.564103,4131.794872,646.153846,646.153846,4220.512821,3593.333333,1699,1691,3169.062,9.562905,0,0,0,0
85,0,0,4333.333333,647.692308,4169.74359,4167.179487,647.692308,647.692308,647.692308,4177.435897,4299.487179,4148.717949,646.153846,646.153846,4227.692308,3595.897436,1698,1691,3169.062,9.562905,0,0,0,0,
86,0,699,4318.461538,647.692308,4162.564103,4159.487179,647.692308,647.692308,647.692308,4187.179487,4299.487179,4144.615385,646.153846,646.153846,4225.128205,3594.871795,1698,1691,3169.069,9.562905,0,0,0,0,
87,0,429,4300.512821,647.692308,4158.974359,4151.794872,647.692308,647.692308,647.692308,4172.307692,4266.666667,4110.25641,646.153846,646.153846,4207.179487,3587.692308,1699,1691,3169.076,9.562905,0,0,0,0,
"17:12:41	",92,0,0,4336.410256,647.692308,4168.717949,4166.153846,647.692308,647.692308,647.692308,4192.307692,4302.564103,4152.820513,646.153846,646.153846,4225.128205,3595.384615,1698,1689,3169.117,9.891313,0,0,0,0
93,0,0,4350.25641,647.692308,4166.153846,4174.871795,647.692308,647.692308,647.692308,4210.25641,4328.205128,4177.435897,646.153846,646.153846,4237.435897,3604.102564,1700,1689,3169.129,9.891313,0,0,0,0,
94,0,699,4334.358974,647.692308,4166.666667,4173.333333,647.692308,647.692308,647.692308,4192.307692,4309.74359,4159.487179,646.153846,646.153846,4229.230769,3593.846154,1699,1689,3169.131,9.891313,0,0,0,0,
95,0,429,4326.666667,647.692308,4170.25641,4172.820513,647.692308,647.692308,647.692308,4179.487179,4290.25641,4140,646.153846,646.153846,4222.051282,3588.205128,1698,1690,3169.139,9.891313,0,0,0,0,
"17:12:41	",100,0,0,4321.538462,647.692308,4129.74359,4162.564103,647.692308,647.692308,647.692308,4162.564103,4240,4083.589744,646.153846,646.153846,4185.641026,3573.333333,1699,1689,3169.178,9.891313,0,0,0,0
101,0,0,4306.153846,647.692308,4131.794872,4154.871795,647.692308,647.692308,647.692308,4145.128205,4227.692308,4068.205128,646.153846,646.153846,4176.410256,3565.128205,1699,1690,3169.187,9.891313,0,0,0,0,
102,0,699,4288.205128,647.692308,4142.051282,4151.282051,647.692308,647.692308,647.692308,4124.102564,4211.794872,4052.307692,646.153846,646.153846,4167.179487,3552.307692,1700,1689,3169.193,9.891313,0,0,0,0,
103,0,429,4286.666667,647.692308,4137.435897,4150.25641,647.692308,647.692308,647.692308,4113.333333,4202.051282,4043.076923,646.153846,646.153846,4161.538462,3548.717949,1699,1689,3169.208,9.891313,0,0,0,0,
"17:12:41	",104,0,0,4302.564103,647.692308,4129.74359,4153.333333,647.692308,647.692308,647.692308,4119.487179,4212.307692,4054.871795,646.153846,646.153846,4165.128205,3553.333333,1700,1690,3169.209,9.891313,0,0,0,0
105,0,0,4316.923077,647.692308,4133.846154,4160,647.692308,647.692308,647.692308,4129.74359,4223.076923,4066.666667,646.153846,646.153846,4167.692308,3556.923077,1699,1690,3169.218,9.891313,0,0,0,0,
106,0,699,4314.871795,647.692308,4138.974359,4160,647.692308,647.692308,647.692308,4141.538462,4232.820513,4075.897436,646.153846,646.153846,4171.282051,3558.461538,1700,1692,3169.226,9.891313,0,0,0,0,
107,0,429,4310.769231,647.692308,4137.435897,4157.435897,647.692308,647.692308,647.692308,4148.717949,4245.641026,4087.692308,646.153846,646.153846,4179.487179,3562.564103,1700,1690,3169.232,9.891313,0,0,0,0,
108,0,0,4318.461538,647.692308,4140,4165.128205,647.692308,647.692308,647.692308,4140.512821,4243.076923,4086.153846,646.153846,646.153846,4179.487179,3563.589744,1699,1692,3169.24,10.01642,0,0,0,0,
109,0,0,4322.051282,647.692308,4145.641026,4167.179487,647.692308,647.692308,647.692308,4133.846154,4238.461538,4082.564103,646.153846,646.153846,4177.435897,3560.512821,1700,1691,3169.264,10.01642,0,0,0,0,
110,0,699,4314.871795,647.692308,4146.153846,4156.923077,647.692308,647.692308,647.692308,4142.051282,4253.333333,4096.410256,646.153846,646.153846,4185.128205,3561.538462,1700,1692,3169.264,10.01642,0,0,0,0,
111,0,429,4310.25641,647.692308,4147.179487,4155.897436,647.692308,647.692308,647.692308,4150.25641,4271.282051,4114.358974,646.153846,646.153846,4193.333333,3565.128205,1699,1691,3169.264,10.01642,0,0,0,0,
"17:12:41	",112,0,0,4310.769231,647.692308,4147.179487,4164.102564,647.692308,647.692308,647.692308,4147.692308,4265.128205,4109.230769,646.153846,646.153846,4192.307692,3564.615385,1699,1692,3169.272,10.047697,0,0,0,0
113,0,0,4314.358974,647.692308,4138.974359,4164.615385,647.692308,647.692308,647.692308,4144.615385,4251.282051,4096.923077,646.153846,646.153846,4188.205128,3563.589744,1700,1692,3169.279,10.047697,0,0,0,0,
114,0,699,4325.128205,647.692308,4137.948718,4165.128205,647.692308,647.692308,647.692308,4163.076923,4271.282051,4117.435897,646.153846,646.153846,4197.435897,3571.282051,1699,1692,3169.287,10.047697,0,0,0,0,
115,0,429,4329.74359,647.692308,4146.666667,4167.179487,647.692308,647.692308,647.692308,4178.974359,4290.769231,4137.435897,646.153846,646.153846,4207.179487,3575.384615,1699,1692,3169.294,10.047697,0,0,0,0,
"17:12:41	",116,0,0,4312.307692,647.692308,4146.153846,4164.615385,647.692308,647.692308,647.692308,4177.435897,4280,4126.153846,646.153846,646.153846,4206.666667,3569.230769,1698,1691,3169.305,10.047697,0,0,0,0
117,0,0,4296.923077,647.692308,4139.487179,4159.487179,647.692308,647.692308,647.692308,4176.923077,4273.846154,4122.051282,646.153846,646.153846,4204.615385,3568.717949,1697,1693,3169.312,10.047697,0,0,0,0,
118,0,699,4297.435897,647.692308,4127.692308,4154.871795,647.692308,647.692308,647.692308,4164.615385,4269.74359,4118.461538,646.153846,646.153846,4198.974359,3569.230769,1698,1694,3169.318,10.047697,0,0,0,0,
119,0,429,4297.948718,647.692308,4117.435897,4150.25641,647.692308,647.692308,647.692308,4146.666667,4252.820513,4097.948718,646.153846,646.153846,4190.25641,3561.538462,1696,1695,3169.326,10.047697,0,0,0,0,
"17:12:41	",120,0,0,4296.923077,647.692308,4120,4149.230769,647.692308,647.692308,647.692308,4146.153846,4238.461538,4082.564103,646.153846,646.153846,4182.564103,3554.871795,1696,1695,3169.344,10.047697,0,0,0,0
121,0,0,4308.205128,647.692308,4129.74359,4155.384615,647.692308,647.692308,647.692308,4166.153846,4246.153846,4091.282051,646.153846,646.153846,4184.102564,3556.410256,1694,1694,3169.344,10.047697,0,0,0,0,
122,0,699,4320.512821,647.692308,4136.410256,4159.487179,647.692308,647.692308,647.692308,4186.666667,4266.666667,4111.794872,646.153846,646.153846,4190.769231,3561.538462,1696,1693,3169.355,10.047697,0,0,0,0,
123,0,429,4317.435897,647.692308,4144.102564,4160,647.692308,647.692308,647.692308,4162.564103,4241.538462,4085.641026,646.153846,646.153846,4178.461538,3560.512821,1696,1692,3169.359,10.047697,0,0,0,0,
124,0,0,4310.25641,647.692308,4146.153846,4173.333333,647.692308,647.692308,647.692308,4073.333333,4130.25641,3966.153846,646.153846,646.153846,4121.538462,3538.974359,1697,1692,3169.366,10.149347,0,0,0,0,
125,0,0,4310.25641,647.692308,4139.487179,4189.74359,647.692308,647.692308,647.692308,3974.358974,3998.974359,3816.923077,646.153846,646.153846,4047.179487,3510.25641,1697,1692,3169.378,10.149347,0,0,0,0,
126,0,699,4325.128205,647.692308,4142.564103,4192.820513,647.692308,647.692308,647.692308,3973.333333,3995.897436,3810.769231,646.153846,646.153846,4034.871795,3507.692308,1697,1692,3169.397,10.149347,0,0,0,0,
127,0,429,4332.307692,647.692308,4145.128205,4184.615385,647.692308,647.692308,647.692308,4046.153846,4083.076923,3915.384615,646.153846,646.153846,4072.307692,3513.846154,1698,1692,3169.397,10.149347,0,0,0,0,
"17:12:41	",128,0,0,4313.846154,647.692308,4135.897436,4166.153846,647.692308,647.692308,647.692308,4082.051282,4124.102564,3961.025641,646.153846,646.153846,4092.307692,3511.282051,1698,1693,3169.402,10.149347,0,0,0,0
0,0,512,4307.692308,647.692308,4140,4150.769231,647.692308,647.692308,647.692308,4116.923077,4183.076923,4017.948718,646.153846,646.153846,4125.128205,3531.794872,1699,1691,3169.405,10.149347,0,0,0,0,
1,0,361,4322.564103,647.692308,4150.25641,4150.25641,647.692308,647.692308,647.692308,4181.538462,4280.512821,4127.692308,646.153846,646.153846,4177.948718,3562.051282,1697,1691,3169.418,10.149347,0,0,0,0,
2,0,526,4310.25641,647.692308,4141.538462,4143.589744,647.692308,647.692308,647.692308,4196.410256,4298.974359,4153.333333,646.153846,646.153846,4193.846154,3561.025641,1698,1692,3169.421,10.149347,0,0,0,0,
"17:12:41	",7,0,815,4292.820513,647.692308,4112.820513,4133.846154,647.692308,647.692308,647.692308,4165.128205,4252.307692,4094.358974,646.153846,646.153846,4174.358974,3550.25641,1696,1693,3169.461,10.149347,0,0,0,0
8,0,1194,4290.25641,647.692308,4112.820513,4131.282051,647.692308,647.692308,647.692308,4142.051282,4242.564103,4087.179487,646.153846,646.153846,4167.179487,3542.564103,1696,1694,3169.467,10.149347,0,0,0,0,
9,0,1283,4272.820513,647.692308,4114.358974,4123.076923,647.692308,647.692308,647.692308,4136.923077,4233.333333,4076.410256,646.153846,646.153846,4162.051282,3543.076923,1696,1693,3169.48,10.149347,0,0,0,0,
10,0,697,4276.923077,647.692308,4113.846154,4128.205128,647.692308,647.692308,647.692308,4153.333333,4235.384615,4073.846154,646.153846,646.153846,4164.615385,3549.230769,1695,1692,3169.483,10.149347,0,0,0,0,
"17:12:41	",11,0,429,4293.333333,647.692308,4110.769231,4135.384615,647.692308,647.692308,647.692308,4154.871795,4229.230769,4066.153846,646.153846,646.153846,4162.051282,3543.589744,1694,1692,3169.491,10.274455,0,0,0,0
12,0,0,4293.846154,647.692308,4113.333333,4133.846154,647.692308,647.692308,647.692308,4155.384615,4222.564103,4063.076923,646.153846,646.153846,4157.948718,3538.461538,1695,1692,3169.504,10.274455,0,0,0,0,
13,0,0,4293.333333,647.692308,4120.512821,4135.384615,647.692308,647.692308,647.692308,4175.384615,4241.538462,4086.666667,646.153846,646.153846,4166.666667,3546.666667,1694,1692,3169.526,10.274455,0,0,0,0,
14,0,697,4300,647.692308,4128.717949,4140,647.692308,647.692308,647.692308,4171.794872,4251.794872,4093.846154,646.153846,646.153846,4172.820513,3550.769231,1694,1691,3169.526,10.274455,0,0,0,0,
15,0,429,4302.564103,647.692308,4131.794872,4139.487179,647.692308,647.692308,647.692308,4156.923077,4247.179487,4088.205128,646.153846,646.153846,4174.358974,3549.230769,1693,1690,3169.526,10.274455,0,0,0,0,
16,0,0,4303.589744,647.692308,4121.025641,4138.461538,647.692308,647.692308,647.692308,4164.615385,4249.74359,4096.923077,646.153846,646.153846,4177.435897,3552.307692,1693,1690,3169.531,10.274455,0,0,0,0,
17,0,0,4298.974359,647.692308,4111.794872,4137.435897,647.692308,647.692308,647.692308,4169.74359,4244.102564,4090.25641,646.153846,646.153846,4173.333333,3551.794872,1693,1689,3169.555,10.274455,0,0,0,0,
18,0,0,4286.666667,647.692308,4123.589744,4131.794872,647.692308,647.692308,647.692308,4164.102564,4238.461538,4078.461538,646.153846,646.153846,4168.205128,3548.717949,1692,1690,3169.555,10.274455,0,0,0,0,
"17:12:41	",19,0,0,4278.974359,647.692308,4130.25641,4124.102564,647.692308,647.692308,647.692308,4149.74359,4234.358974,4075.384615,646.153846,646.153846,4166.666667,3547.179487,1694,1689,3169.555,10.274455,0,0,0,0
20,0,0,4285.641026,647.692308,4126.153846,4125.641026,647.692308,647.692308,647.692308,4138.461538,4228.205128,4070.25641,646.153846,646.153846,4164.102564,3544.102564,1693,1691,3169.562,10.274455,0,0,0,0,
21,0,0,4293.333333,647.692308,4129.230769,4129.230769,647.692308,647.692308,647.692308,4142.564103,4221.538462,4063.589744,646.153846,646.153846,4159.487179,3543.076923,1696,1691,3169.577,10.274455,0,0,0,0,
22,0,0,4290.769231,647.692308,4136.923077,4125.128205,647.692308,647.692308,647.692308,4142.564103,4217.435897,4058.974359,646.153846,646.153846,4157.948718,3547.179487,1696,1689,3169.577,10.274455,0,0,0,0,
"17:12:41	",27,0,0,4275.384615,647.692308,4126.666667,4134.871795,647.692308,647.692308,647.692308,4172.307692,4264.102564,4107.692308,646.153846,646.153846,4181.025641,3541.025641,1697,1689,3169.615,10.399562,0,0,0,0
28,0,0,4282.564103,647.692308,4132.820513,4136.923077,647.692308,647.692308,647.692308,4227.692308,4325.641026,4169.74359,646.153846,646.153846,4214.871795,3558.974359,1697,1688,3169.626,10.399562,0,0,0,0,
29,0,0,4289.74359,647.692308,4136.410256,4141.538462,647.692308,647.692308,647.692308,4273.846154,4373.333333,4224.102564,646.153846,646.153846,4245.128205,3579.487179,1697,1690,3169.637,10.399562,0,0,0,0,
30,0,0,4283.076923,647.692308,4128.205128,4138.974359,647.692308,647.692308,647.692308,4260,4358.974359,4214.358974,646.153846,646.153846,4244.102564,3578.974359,1697,1689,3169.64,10.399562,0,0,0,0,
"17:12:41	",39,0,0,4256.410256,647.692308,4121.538462,4116.410256,647.692308,647.692308,647.692308,4129.230769,4193.333333,4037.435897,646.153846,646.153846,4149.74359,3538.461538,1696,1690,3169.71,10.399562,0,0,0,0
40,0,0,4274.871795,647.692308,4117.948718,4122.564103,647.692308,647.692308,647.692308,4138.461538,4192.307692,4037.948718,646.153846,646.153846,4147.692308,3537.948718,1695,1691,3169.717,10.399562,0,0,0,0,
41,0,0,4285.641026,647.692308,4115.897436,4131.282051,647.692308,647.692308,647.692308,4123.589744,4181.538462,4023.076923,646.153846,646.153846,4139.487179,3534.871795,1696,1690,3169.737,10.399562,0,0,0,0,
42,0,0,4283.589744,647.692308,4127.692308,4131.794872,647.692308,647.692308,647.692308,4116.410256,4180.512821,4022.564103,646.153846,646.153846,4138.974359,3538.974359,1695,1690,3169.737,10.399562,0,0,0,0,
"17:12:41	",47,0,0,4284.102564,647.692308,4109.74359,4128.717949,647.692308,647.692308,647.692308,4149.230769,4218.461538,4072.820513,646.153846,646.153846,4158.974359,3538.461538,1697,1693,3169.775,10.563766,0,0,0,0
48,0,0,4287.179487,647.692308,4112.307692,4136.410256,647.692308,647.692308,647.692308,4179.487179,4250.25641,4107.179487,646.153846,646.153846,4176.410256,3543.076923,1697,1692,3169.779,10.563766,0,0,0,0,
49,0,0,4292.307692,647.692308,4130.769231,4143.076923,647.692308,647.692308,647.692308,4216.923077,4298.461538,4159.487179,646.153846,646.153846,4204.615385,3555.897436,1697,1693,3169.791,10.563766,0,0,0,0,
50,0,0,4296.410256,647.692308,4141.538462,4142.051282,647.692308,647.692308,647.692308,4250.769231,4336.410256,4202.051282,646.153846,646.153846,4230.769231,3571.282051,1698,1693,3169.799,10.563766,0,0,0,0,
"17:12:41	",67,0,0,4315.384615,647.692308,4140,4178.974359,647.692308,647.692308,647.692308,4106.153846,4137.435897,3981.025641,646.153846,646.153846,4126.153846,3551.282051,1694,1686,3169.929,10.657597,0,0,0,0
68,0,0,4316.923077,647.692308,4130.25641,4187.179487,647.692308,647.692308,647.692308,4075.384615,4104.615385,3943.076923,646.153846,646.153846,4103.076923,3539.487179,1695,1688,3169.941,10.657597,0,0,0,0,
69,0,0,4316.923077,647.692308,4122.564103,4184.615385,647.692308,647.692308,647.692308,4107.692308,4151.794872,3991.794872,646.153846,646.153846,4123.589744,3540.512821,1695,1688,3169.942,10.657597,0,0,0,0,
70,0,0,4310.25641,647.692308,4129.74359,4172.307692,647.692308,647.692308,647.692308,4166.666667,4232.820513,4087.692308,646.153846,646.153846,4166.153846,3549.230769,1694,1689,3169.95,10.657597,0,0,0,0,
"17:12:41	",79,0,429,4292.820513,647.692308,4126.153846,4142.051282,647.692308,647.692308,647.692308,4169.230769,4276.923077,4129.74359,646.153846,646.153846,4205.128205,3573.333333,1691,1689,3170.024,10.657597,0,0,0,0
80,0,0,4284.615385,647.692308,4123.076923,4136.923077,647.692308,647.692308,647.692308,4183.076923,4284.615385,4141.025641,646.153846,646.153846,4205.641026,3574.871795,1691,1690,3170.03,10.657597,0,0,0,0,
81,0,0,4273.846154,647.692308,4108.205128,4131.282051,647.692308,647.692308,647.692308,4149.230769,4240,4092.820513,646.153846,646.153846,4183.076923,3557.948718,1691,1690,3170.043,10.657597,0,0,0,0,
82,0,697,4277.948718,647.692308,4108.717949,4134.871795,647.692308,647.692308,647.692308,4140.512821,4230.25641,4081.538462,646.153846,646.153846,4176.923077,3554.358974,1692,1689,3170.058,10.657597,0,0,0,0,
"17:12:41	",99,0,429,4288.717949,647.692308,4098.974359,4141.538462,647.692308,647.692308,647.692308,4183.076923,4272.820513,4120.512821,646.153846,646.153846,4196.923077,3577.948718,1694,1693,3170.179,10.657597,0,0,0,0
